Kind	Id	Commanders	Scenarios	ProfileUsageCount	LocalTag	LocalSource	Completeness	ManualFallback	ManualFactory	DirectReferenceCount	IssueRows	MissingRows	ExternalRows
ability	SuperStimpackMarine	Nova	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		3	0	0	0
ability	SymbioteCarapace	Abathur	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		5	4	0	4
ability	TacNukeStrike	Nova	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	manual-ability-stub	yes	abilityStub	1	0	0	0
ability	TerranBuildMengsk	Mengsk	unit_or_evolution_dynamic	10	CAbilBuild	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		23	58	0	57
ability	ThorMengskSiegeTargeted	Mengsk	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	4	0	4
ability	TrooperMengskBuild	Mengsk	unit_or_evolution_dynamic	15	CAbilBuild	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		8	23	0	23
ability	TrooperMengskEnlist	Mengsk	unit_or_evolution_dynamic	4	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	0	0	0
ability	TrooperMengskSpecializeAA	Mengsk	unit_or_evolution_dynamic	4	CAbilMorph	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	1	0	1
ability	TrooperMengskSpecializeFlamethrower	Mengsk	unit_or_evolution_dynamic	4	CAbilMorph	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	1	0	1
ability	TrooperMengskSpecializeImproved	Mengsk	unit_or_evolution_dynamic	4	CAbilMorph	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	1	0	1
ability	TychusCalldownOdinTargeted	Tychus	panel_cost_smoke	2	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	1	0	1
ability	TychusFirebatOilBomb	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	1	0	1
ability	TychusGhostDominate	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	11	0	11
ability	TychusGhostPsychicSnare	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		5	3	0	3
ability	TychusHercGrapple	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	5	0	5
ability	TychusHeroCommonAbil2	Tychus	unit_or_evolution_dynamic	9	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		1	0	0	0
ability	TychusHeroCommonAbil3	Tychus	unit_or_evolution_dynamic	9	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		1	0	0	0
ability	TychusHeroCommonAbil4	Tychus	unit_or_evolution_dynamic	9	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		1	0	0	0
ability	TychusHeroCommonAbil5	Tychus	unit_or_evolution_dynamic	9	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		1	0	0	0
ability	TychusMarauderBuildHealingWard	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	2	0	2
ability	TychusMarauderSuperStimpack	Tychus	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		4	0	0	0
ability	TychusMedicAoE	Tychus	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	2	0	2
ability	TychusMedicDefensiveMatrix	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		5	2	0	2
ability	TychusMedicTransportLoadUnits	Tychus	panel_cost_smoke	3	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	6	0	6
ability	TychusMedivacDoubleHealPlusMech	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		10	10	0	10
ability	TychusOdinBarrage	Tychus	panel_cost_smoke	2	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		5	3	0	3
ability	TychusOdinNuclearStrike	Tychus	panel_cost_smoke,unit_or_evolution_dynamic	11	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		5	1	0	1
ability	TychusReaperBomb	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	2	0	2
ability	TychusReaperSuperCloak	Tychus	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	0	0	0
ability	TychusShredderGrenade	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	2	0	2
ability	TychusSpectreUltrasonicPulse	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	0	0	0
ability	TychusTerranBuild	Tychus	unit_or_evolution_dynamic	10	CAbilBuild	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		27	65	0	63
ability	TychusWarhoundBuildAutoTurret	Tychus	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	5	0	5
ability	TychusWarhoundTornadoSprayMissile	Tychus	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		4	1	0	1
ability	UltraliskBurrowCharge	Kerrigan	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		0	0	0	0
ability	UltraliskStetmannBurrowCharge	Stetmann	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	9	0	9
ability	UltraliskStetmannMechanicalLifeLeech	Stetmann	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		4	0	0	0
ability	UnsiegeMengsk	Mengsk	unit_or_evolution_dynamic	1	CAbilMorph	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	1	0	1
ability	VehicleAfterburners	Horner	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	0	0	0
ability	ViperConsumption	Abathur	unit_or_evolution_dynamic	1			external-official-reference-node	no		0	1	0	1
ability	VoidCoopSummonHyperion	Raynor	panel_cost_smoke	3	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	5	0	5
ability	VoidRaySwarmDamageBoost	Vorazun	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	manual-ability-stub	yes	abilityStub	1	0	0	0
ability	VoidSentryBlackHole	Vorazun	panel_cost_smoke	2	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		0	0	0	0
ability	VolatileBurstBuilding	Stetmann,Zagara	unit_or_evolution_dynamic	2	CAbilBehavior	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	manual-ability-stub	yes	abilityCommandStub	1	0	0	0
ability	WarpPrismTransport	Alarak	unit_or_evolution_dynamic	2	CAbilTransport	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		2	1	0	1
ability	WildMutation	Kerrigan	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		0	0	0	0
ability	Yamato	Raynor	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		0	0	0	0
ability	Yoink	Abathur	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	manual-ability-stub	yes	abilityStub	1	0	0	0
ability	ZagaraVoidCoopBanelingBarrage	Zagara	panel_cost_smoke,unit_or_evolution_dynamic	4	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	1	0	1
ability	ZagaraVoidCoopBurrow	Zagara	unit_or_evolution_dynamic	1	CAbilMorph	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	28	0	28
ability	ZagaraVoidCoopMassFrenzy	Zagara	panel_cost_smoke,unit_or_evolution_dynamic	3	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	1	0	1
ability	ZagaraVoidCoopMassRoachDrop	Zagara	panel_cost_smoke	2	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	4	0	3
ability	ZagaraVoidCoopSpawnHunterKillers	Zagara	panel_cost_smoke,unit_or_evolution_dynamic	3	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	1	0	1
ability	ZeratulCharge	Zeratul	unit_or_evolution_dynamic	1	CAbilAugment	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		4	2	0	2
ability	ZeratulImmortalBarrierBase	Zeratul	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		4	2	0	2
ability	ZeratulMapWideStasisIssueOrder	Zeratul	panel_cost_smoke	2	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		2	0	0	0
ability	ZeratulObserverMorphtoZeratulObserverSiege	Zeratul	unit_or_evolution_dynamic	1	CAbilMorph	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		2	2	0	2
ability	ZeratulPhasingMode	Zeratul	unit_or_evolution_dynamic	1	CAbilMorph	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	3	0	3
ability	ZeratulReflectionShield	Zeratul	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		4	3	0	3
ability	ZeratulSentryShieldRepair	Zeratul	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		6	2	0	2
ability	ZeratulStalkerBlink	Zeratul	unit_or_evolution_dynamic	1	CAbilEffectTarget	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		2	0	0	0
ability	ZeratulTopBarBuild	Zeratul	panel_cost_smoke	2	CAbilBuild	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		4	4	0	4
ability	ZeratulTopBarUltimateWarpTrain	Zeratul	panel_cost_smoke	4	CAbilWarpTrain	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		6	15	0	15
ability	ZeratulTopBarWarpTrain	Zeratul	panel_cost_smoke	8	CAbilWarpTrain	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		18	15	0	15
ability	ZeratulWarpPrismSelectVoidRift	Zeratul	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-minimal	no		2	0	0	0
ability	ZeratulZealotWhirlwind	Zeratul	unit_or_evolution_dynamic	1	CAbilEffectInstant	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		3	2	0	2
ability	ZergBuildStetmann	Stetmann	unit_or_evolution_dynamic	11	CAbilBuild	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/AbilData.xml	ability-with-chain	no		32	55	0	53
button	AbathurBrutaliskLeviathanSymbioteLocked	Abathur	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AbathurDeepTunnel	Abathur	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AbathurMend	Abathur	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AberrationBanelingIncubationLocked	Zagara	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AberrationProtectiveCover	Zagara	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ACAlarakPhasingMode	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AdeptFenixShadeSpawn	Fenix	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AdeptPiercingUpgrade	Fenix	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AdvancedConstructionAuto	Swann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AdvancedConstructionLocked	Swann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AfterburnersLocked	Raynor	unit_or_evolution_dynamic	4	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakACMyLifefortheHighlord	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakACSummonDeathfleet	Alarak	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakColossusAerialTracking	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakColossusChargedBlastChargeTime	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakHavocAbilityRange	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakHighTemplarImprovedSacrifice	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakStalkerPhasingArmor	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakStructureOvercharge	Alarak	panel_cost_smoke	3	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakSupplicantMaxShields	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakTargetLockBuff	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AlarakVanguardIncreaseSplashArea	Alarak	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AnionPulseCrystal	Karax	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AresClassWeaponsSystem	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ArmoryMengsk	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ArtilleryMengsk	Mengsk	unit_or_evolution_dynamic	5	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	ArtilleryMengskExperimentalStrike	Mengsk	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AssaultMode	Horner	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AssaultModeMengsk	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AttackGhost	Abathur	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AutoCreateInfestedCivilianAmmo	Stukov	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	AWrp	Artanis	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	Baneling	Zagara	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BanelingNestStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BanelingStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BanelingStetmannExtraDamage	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BanelingStetmannManaShield	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BanelingStetmannMovementSpeed	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BanelingStetmannScrapDrop	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	Banshee_BlackOpsAirstrike	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BansheeAirstrike	Raynor	panel_cost_smoke	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BarracksMengsk	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BarrageofSpikesLocked	Dehaka	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BattlecruiserMengskHyperjump	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BattlecruiserMengskImperialMandateGeneration	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BattlecruiserMengskRangeAura	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BattlecruiserMengskVeterancy	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-minimal	no		0	0	0	0
button	BiomassPassiveEmpty	Abathur	unit_or_evolution_dynamic	7	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BlimpMengskTopbarRegen	Mengsk	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	Blink	Alarak,Vorazun	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BroodLord	Zagara	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BroodlordSpeed	Kerrigan	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BroodLordStetmann	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BroodLordStetmannBombers	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BroodLordStetmannBroodlings	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BroodLordStetmannScrapDrop	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BroodLordStetmannYamatoCannon	Stetmann	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BrutaliskDeepTunnel	Abathur	unit_or_evolution_dynamic	2	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BuildHealingDrone	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
button	BuildLaserTurretRaven	Nova	unit_or_evolution_dynamic	1	CButton	原始mod/Mods/XM/XMFinal.SC2Mod/Base.SC2Data/GameData/ButtonData.xml	button-with-metadata	no		0	0	0	0
