"Commander","Kind","Index","UnitId","NameZh","SourceFile","SourceLine"
"Zagara","建筑","2","SporeCrawler","孢子爬虫","LibE0EAE146_CommanderBuildings.galaxy","271"
"Zeratul","兵种","1","ZeratulDisruptor","萨尔纳加禁绝者","LibE0EAE146_CommanderRosters.galaxy","356"
"Zeratul","兵种","2","ZeratulImmortal","萨尔纳加执行者","LibE0EAE146_CommanderRosters.galaxy","357"
"Zeratul","兵种","3","Observer","侦测器","LibE0EAE146_CommanderRosters.galaxy","358"
"Zeratul","兵种","4","ZeratulObserver","萨尔纳加观察者","LibE0EAE146_CommanderRosters.galaxy","359"
"Zeratul","兵种","5","ZeratulSentry","萨尔纳加光盾卫士","LibE0EAE146_CommanderRosters.galaxy","360"
"Zeratul","兵种","6","ZeratulStalker","萨尔纳加伏击者","LibE0EAE146_CommanderRosters.galaxy","361"
"Zeratul","兵种","7","ZeratulWarpPrism","萨尔纳加虚空阵列船","LibE0EAE146_CommanderRosters.galaxy","362"
"Zeratul","兵种","8","ZeratulSummonZealot","ZeratulSummonZealot","LibE0EAE146_CommanderRosters.galaxy","363"
"Zeratul","建筑","1","DarkShrine","DarkShrine","LibE0EAE146_CommanderBuildings.galaxy","281"
"Zeratul","建筑","2","Gateway","Gateway","LibE0EAE146_CommanderBuildings.galaxy","282"
"Zeratul","建筑","3","PhotonCannon","光子炮台","LibE0EAE146_CommanderBuildings.galaxy","283"
"Zeratul","建筑","4","ZeratulRoboticsFacility","ZeratulRoboticsFacility","LibE0EAE146_CommanderBuildings.galaxy","284"
